SKU_CD,PROD_NM,BRND,SZ,WT_GMS,CAT_CD,ALLRGY,EAN,DT_LNCH
IN00233,Motivo Fabric Softener,Motivo,150ml,500,HH-LN,"tree nuts,gluten,shellfish",7908272318430,08/09/19
IN00234,Vivara लोशन Leave-In Conditioner,Vivara,750ml,75,PC-CD,fish,5177739260304,08/06/19
IN00235,Nexpur साबुन Eco Dish Liquid,Nexpur,100ml,500,HH-DW,,9202428699045,18/12/18
IN00236,Aevum Exfoliating क्रीम Face Scrub,Aevum,400ml,400,PC-FW,soy,6929298425798,09/10/18
IN00237,Motivo Exfoliating Face Scrub,Motivo,100ml,75,PC-FW,,3886291279908,17/12/23
IN00238,XXX-Helix Liquid Laundry स्प्रे Detergent,Helix,400ml,100,HH-LN,"sesame,milk,fish,peanuts",6508637659911,09/10/22
IN00239,Velaris Repair Conditioner,Velaris,150ml,75,PC-CD,"gluten,sesame",6430098180638,17/07/21
IN00240,Solven Fragrance-Free Hand जेल Wash,Solven,100ml,300,PC-HW,"peanuts,gluten,fish,sesame",5946368872581,05/06/23
IN00241,Clarity SPF Moisturiser,Clarity,250ml,300,PC-MS,eggs,3721386589022,13/05/22
IN00242,Helix Tomato Ketchup,Helix,100ml,400,FB-CN,"fish,eggs,sesame,wheat",3519066984904,19/12/19
IN00243,Orinum Hot Chilli Sauce,Orinum,50ml,150,FB-CN,"peanuts,soy,milk,fish",9883920530212,04/02/21
IN00244,Polvera Fragrance-Free Hand Wash,Polvera,300ml,300,PC-HW,"soy,sesame,milk,tree nuts",1184895543930,06/02/23
IN00245,Zephyr Aloe Hand Wash,Zephyr,200ml,100,PC-HW,"sesame,eggs,gluten",8451848947699,04/06/23
IN00246,Arovia Brightening Face Wash,Arovia,400ml,400,PC-FW,"milk,shellfish,eggs,wheat",1633565880436,22/03/21
IN00247,Solvix फोम Repair Shampoo,Solvix,250ml,75,PC-SH,"wheat,shellfish,tree nuts,gluten",3942373334337,10/04/20
IN00248,Zenpur Hydrating Face Wash,Zenpur,100ml,75,PC-FW,,1790807595791,30/01/21
IN00249,Krisol पाउडर Kitchen Cleaner,Krisol,500ml,200,HH-SC,"soy,wheat,milk",8678085627188,28/02/23
IN00250,Zephyr 24hr Roll-On Deodorant,Zephyr,1000ml,150,PC-DO,"gluten,eggs,tree nuts",5942843479559,24/01/20
IN00251,Aurova Glass Cleaner,Aurova,300ml,250,HH-SC,"fish,peanuts",7292931438660,14/03/20
IN00252,Velaris Leave-In तेल Conditioner,Velaris,50ml,100,PC-CD,"shellfish,wheat,tree nuts",7448906120348,06/05/23
IN00253,Orinum Tomato फोम Ketchup,Orinum,250ml,200,FB-CN,"tree nuts,sesame",8450615939981,16/12/19
IN00254,Toreva लोशन SPF Moisturiser,Toreva,1000ml,500,PC-MS,"shellfish,eggs,fish",9472256996115,26/10/19
IN00255,Toreva 48hr Spray Deodorant,Toreva,250ml,200,PC-DO,"gluten,fish",4759876220239,27/10/20
IN00256,Aurova Salted सीरम Crackers,Aurova,100ml,300,FB-SN,,1178006811490,29/09/19
IN00257,Frostine Repair Shampoo,Frostine,150ml,150,PC-SH,"shellfish,wheat",2820055778482,28/12/22
IN00258,Kaleo Smooth & Shine Conditioner,Kaleo,750ml,400,PC-CD,"fish,sesame,peanuts,wheat",7831745642407,01/01/18
IN00259,Zenpur Laundry Powder,Zenpur,200ml,400,HH-LN,"milk,shellfish,sesame,wheat",0649308536868,05/06/22
00260,Hevara Oil Control Face Wash,Hevara,1000ml,300,PC-FW,"soy,peanuts,eggs",6389448463122,14/07/19
IN00261,Teraxis Daily Moisturiser,Teraxis,400ml,400,PC-MS,"gluten,shellfish",3502080214423,01/12/22
IN00262,TEST-Plexum स्प्रे Salted Crackers,Plexum,75ml,100,FB-SN,,7356475705128,18/08/18
IN00263,Purevex Intensive Moisturiser,Purevex,500ml,400,PC-MS,soy,4601367303719,05/11/23
IN00264,Velaris Mayonnaise,Velaris,300ml,200,FB-CN,"wheat,milk",8814743503139,14/11/22
IN00265,Nexpur 24hr Roll-On Deodorant,Nexpur,200ml,75,PC-DO,"soy,milk,sesame",9792513271954,03/09/18
IN00266,Gleam Nourishing Body Cleanser,Gleam,100ml,500,PC-BW,,2735857306521,23/10/20
IN00267,Hevara Deep Clean Body Wash,Hevara,400ml,500,PC-BW,"sesame,shellfish",3928557498217,16/12/23
IN00268,Elaris Volumising Conditioner,Elaris,200ml,500,PC-CD,"shellfish,milk",8620959351866,17/02/20
IN00269,Arovia Laundry Capsules,Arovia,500ml,100,HH-LN,"peanuts,tree nuts,fish,sesame",5118102203177,24/02/20
00270,Clarity Hydrating साबुन Shampoo,Clarity,1000ml,300,PC-SH,"sesame,peanuts,milk",5391037170589,31/08/22
IN00271,Lumeva 24hr Roll-On Deodorant,Lumeva,200ml,500,PC-DO,,1413811386338,26/11/23
IN00272,Clarity Mayonnaise,Clarity,1000ml,100,FB-CN,"sesame,fish,eggs,gluten",9576122868527,27/12/23
IN00273,Zenpur Heavy Duty Dish तेल Soap,Zenpur,250ml,500,HH-DW,"tree nuts,fish",6593983684571,07/01/23
IN00274,Glicen Antibacterial Hand साबुन Wash,Glicen,50ml,200,PC-HW,"milk,sesame,wheat,shellfish",0433504888995,26/09/19
IN00275,Cryston Hydrating Shampoo,Cryston,250ml,100,PC-SH,peanuts,5933441969313,22/08/21
IN00276,Solaris Kitchen लोशन Cleaner,Solaris,750ml,75,HH-SC,"peanuts,milk,fish,sesame",0556613906043,18/11/23
IN00277,Novix Nourishing Body Cleanser,Novix,750ml,100,PC-BW,"sesame,soy",2067998136461,30/08/19
IN00278,Helix Repair स्प्रे Conditioner,Helix,400ml,50,PC-CD,"fish,peanuts,eggs,soy",8622783769381,18/11/23
IN00279,Purevex Oil Control Face तेल Wash,Purevex,200ml,300,PC-FW,"gluten,eggs",1665535590427,03/12/21
IN00280,Lumeva Heavy क्रीम Duty Dish Soap,Lumeva,100ml,400,HH-DW,,3352110392405,07/11/21
IN00281,Frostine Salted Crackers,Frostine,400ml,400,FB-SN,,5383388487928,17/03/18
IN00282,Polvera Aloe Hand Wash,Polvera,500ml,50,PC-HW,"wheat,milk",4394070164516,20/03/18
IN00283,Plexum Intensive सीरम Moisturiser,Plexum,300ml,500,PC-MS,,5798123878006,10/10/20
IN00284,XXX-Qualis Fabric Softener,Qualis,400ml,300,HH-LN,milk,5554384046086,21/02/21
IN00285,Qualis Oil Control Face Wash,Qualis,300ml,100,PC-FW,,6893639264950,14/01/23
IN00286,Aurova Laundry Powder,Aurova,1000ml,100,HH-LN,"sesame,soy,wheat,shellfish",8262925188122,24/07/21
IN00287,Krisol Deep तेल Conditioner,Krisol,250ml,300,PC-CD,"peanuts,shellfish,gluten",2312209949997,03/08/20
IN00288,Plexum Dishwasher Tablets,Plexum,1000ml,50,HH-DW,"eggs,shellfish",2897526772232,15/07/20
IN00289,Krisol Deep Clean जेल Body Wash,Krisol,50ml,200,PC-BW,"soy,gluten,sesame",1279757366090,08/04/22
IN00290,Cladis Granola जेल Bar,Cladis,750ml,500,FB-SN,"milk,sesame,eggs,soy",7038860868037,07/04/21
IN00291,Frostine Glass Cleaner,Frostine,200ml,400,HH-SC,fish,4908277181292,09/07/19
IN00292,Toreva Foaming Hand सीरम Wash,Toreva,400ml,50,PC-HW,shellfish,9371452111752,16/12/18
IN00293,Glicen Laundry Capsules,Glicen,500ml,100,HH-LN,"milk,shellfish,peanuts",2592222064475,28/03/21
IN00294,Glova जेल Mayonnaise,Glova,100ml,150,FB-CN,,9407778097330,03/05/23
IN00295,Orinum Glass Cleaner,Orinum,75ml,50,HH-SC,sesame,4983022050207,07/05/21
IN00296,Oralix 24hr Roll-On Deodorant,Oralix,75ml,300,PC-DO,wheat,4999827950147,15/08/21
IN00297,Purevex Sensitive Deodorant,Purevex,300ml,500,PC-DO,,4721458683398,27/08/18
IN00298,Glicen Colour Protect लोशन Shampoo,Glicen,1000ml,500,PC-SH,,7946954899525,27/07/23
IN00299,Solaris Laundry Capsules,Solaris,100ml,150,HH-LN,"soy,milk",1071396605581,19/05/20
IN00300,Nuarix Refreshing Shower Gel,Nuarix,200ml,200,PC-BW,,4488501556992,30/04/18
IN00301,Qualis Leave-In Conditioner,Qualis,250ml,400,PC-CD,"milk,wheat,shellfish",2785760849585,18/03/18
IN00302,Solvix Hydrating Face Wash,Solvix,250ml,250,PC-FW,,2405682996296,24/04/19
IN00303,Hevara SPF Moisturiser,Hevara,50ml,200,PC-MS,"eggs,shellfish,soy",5743842150315,23/12/22
IN00304,Velaris Liquid स्प्रे Laundry Detergent,Velaris,500ml,100,HH-LN,tree nuts,7845218230763,10/11/23
IN00305,Frostine Hydrating Shampoo,Frostine,50ml,75,PC-SH,"shellfish,milk",1840943533444,21/12/23
IN00306,Polvera Sensitive Deodorant,Polvera,75ml,200,PC-DO,wheat,4109881385858,15/01/21
IN00307,Clarity Repair Conditioner,Clarity,150ml,100,PC-CD,,4958702070165,09/08/18
IN00308,Cladis Repair Shampoo,Cladis,100ml,400,PC-SH,"tree nuts,peanuts,gluten,fish",3817921717477,12/04/23
IN00309,Brightway Oil Control लोशन Face Wash,Brightway,750ml,200,PC-FW,"fish,wheat",5577017157720,02/03/21
IN00310,TEST-Clarity Whitening फोम Deodorant,Clarity,100ml,500,PC-DO,,6158148769632,25/09/20
IN00311,Velaris Laundry Powder,Velaris,300ml,75,HH-LN,"soy,fish",6958321971995,12/03/23
IN00312,Solven Whitening Deodorant,Solven,400ml,100,PC-DO,"fish,eggs",9196570132904,24/08/19
IN00313,Orinum Mayonnaise,Orinum,500ml,200,FB-CN,"gluten,shellfish,soy",3549465190989,14/07/22
IN00314,Oralix Repair लोशन Conditioner,Oralix,250ml,500,PC-CD,"sesame,fish,soy,milk",0851403696563,22/07/22
IN00315,Novix Foaming Hand सीरम Wash,Novix,150ml,100,PC-HW,"wheat,soy,fish",5624220102761,11/07/19
IN00316,Gleam Volumising Shampoo,Gleam,300ml,400,PC-SH,"fish,wheat,shellfish,peanuts",6876532690972,27/08/20
IN00317,XXX-Nuvelo Oat Protein Bar,Nuvelo,300ml,500,FB-SN,"tree nuts,milk,sesame,peanuts",7519712847818,14/11/23
IN00318,Cristalix स्प्रे Dish Liquid,Cristalix,400ml,75,HH-DW,"gluten,peanuts,milk,wheat",8077879565444,18/11/19
IN00319,Tolvex Sensitive Skin Body Wash,Tolvex,200ml,200,PC-BW,"fish,soy",7929049047124,02/09/23
IN00320,Verdant Anti-Dandruff सीरम Shampoo,Verdant,100ml,200,PC-SH,"shellfish,milk,wheat",1929275243723,01/12/23
IN00321,Helix Nourishing Body Cleanser,Helix,100ml,100,PC-BW,"fish,gluten,soy",7239504102764,05/05/23
IN00322,Tolvex Intensive Moisturiser,Tolvex,500ml,150,PC-MS,"fish,shellfish,peanuts",2860476580189,20/12/21
IN00323,Gleam शैम्पू Aloe Hand Wash,Gleam,200ml,250,PC-HW,"peanuts,eggs",4967393852585,13/02/18
IN00324,Purevex Tomato Ketchup,Purevex,50ml,300,FB-CN,,8175344300917,21/08/18
IN00325,Aevum लोशन Dishwasher Tablets,Aevum,1000ml,75,HH-DW,,1926921244714,01/02/23
IN00326,Nuarix Intensive Moisturiser,Nuarix,1000ml,250,PC-MS,"wheat,eggs",4066504427176,01/04/20
IN00327,Kaleo Heavy Duty Dish Soap,Kaleo,1000ml,400,HH-DW,,2863917410113,23/10/20
IN00328,Solaris Multi-Surface लोशन Spray,Solaris,100ml,50,HH-SC,,6425690877666,15/10/18
IN00329,Zephyr Laundry Powder,Zephyr,300ml,400,HH-LN,,9855460158515,26/02/23
IN00330,Kaleo Night Cream,Kaleo,500ml,50,PC-MS,"soy,peanuts,fish",1571732030935,27/06/23
IN00331,Novix Antibacterial साबुन Hand Wash,Novix,1000ml,200,PC-HW,"sesame,shellfish,milk",0505061387829,12/08/20
IN00332,Tolvex Hydrating Shampoo,Tolvex,100ml,400,PC-SH,milk,7903202041792,01/12/19
IN00333,Solven साबुन Dish Liquid,Solven,75ml,400,HH-DW,"gluten,soy,eggs,fish",3656519825305,12/12/19
IN00334,Glova 24hr क्रीम Roll-On Deodorant,Glova,200ml,100,PC-DO,"wheat,tree nuts,gluten",7390219620711,27/01/18
IN00335,Helix शैम्पू Refreshing Shower Gel,Helix,1000ml,200,PC-BW,"shellfish,wheat,soy",2487632909273,27/12/18
IN00336,Zenpur Mustard Sauce,Zenpur,300ml,50,FB-CN,"soy,gluten,eggs,peanuts",1958837340310,04/09/19
00337,Solaris Hot Chilli Sauce,Solaris,100ml,100,FB-CN,,0543645970104,22/12/19
IN00338,Solaris Deep Conditioner,Solaris,500ml,75,PC-CD,,3799563531539,06/02/19
IN00339,Serafix Exfoliating Face Scrub,Serafix,300ml,150,PC-FW,,7970623972653,13/07/19
IN00340,Teraxis तेल Kitchen Cleaner,Teraxis,250ml,200,HH-SC,tree nuts,2090421776255,19/06/20
IN00341,Nexpur Lightweight Lotion,Nexpur,1000ml,100,PC-MS,"sesame,soy,eggs,gluten",8739774063356,14/11/22
IN00342,Frosten Dishwasher Tablets,Frosten,100ml,50,HH-DW,"milk,gluten,shellfish",8068671773182,20/02/18
IN00343,Aurova Rice Cakes,Aurova,100ml,250,FB-SN,"soy,eggs",0742799077268,28/01/20
IN00344,Hevara Sensitive Deodorant,Hevara,1000ml,50,PC-DO,,6580464989317,07/10/21
IN00345,Primus Salted Crackers,Primus,1000ml,250,FB-SN,,1657905528185,18/04/20
IN00346,Cristalix सीरम Repair Conditioner,Cristalix,500ml,75,PC-CD,"gluten,soy,sesame",5548640155773,16/08/23
IN00347,Velaris Liquid Laundry Detergent,Velaris,500ml,500,HH-LN,"shellfish,tree nuts",1371162411249,04/04/19
IN00348,Solaris Mixed तेल Nuts Blend,Solaris,100ml,150,FB-SN,"milk,peanuts,fish,tree nuts",8275670431030,30/10/23
IN00349,Purelix Mustard Sauce,Purelix,750ml,250,FB-CN,"shellfish,sesame",8774924243752,26/03/21
IN00350,Zenpur Refreshing Shower Gel,Zenpur,200ml,400,PC-BW,gluten,2842222310592,03/06/19
IN00351,Vivara Bathroom Cleaner,Vivara,100ml,150,HH-SC,"milk,tree nuts,sesame,eggs",5782841067279,04/08/21
IN00352,Tolvex Deep लोशन Conditioner,Tolvex,500ml,500,PC-CD,"peanuts,shellfish",4929751702819,15/06/21
IN00353,Lumeva Deep Clean Body Wash,Lumeva,150ml,400,PC-BW,"eggs,tree nuts",0939834301871,24/12/18
IN00354,Serafix Laundry Capsules,Serafix,400ml,250,HH-LN,"gluten,sesame,milk,tree nuts",5626565045543,31/12/22
IN00355,Aurova Liquid Laundry Detergent,Aurova,400ml,300,HH-LN,"peanuts,wheat,fish",6299123478511,20/03/22
00356,Purelix Hydrating Shampoo,Purelix,1000ml,200,PC-SH,"wheat,sesame,shellfish",9232648704946,17/07/23
IN00357,Plexum Laundry Capsules,Plexum,50ml,50,HH-LN,peanuts,4714627301476,01/10/18
IN00358,Frosten Rinse Aid,Frosten,400ml,300,HH-DW,"shellfish,eggs",5890429025723,03/01/22
IN00359,Nuvelo तेल Deep Conditioner,Nuvelo,250ml,300,PC-CD,"milk,peanuts",4818321928554,18/05/21
IN00360,Solven SPF Moisturiser,Solven,500ml,250,PC-MS,milk,2845765213283,24/06/20
IN00361,Lumeva Hydrating Face Wash,Lumeva,500ml,500,PC-FW,"eggs,fish,shellfish,milk",1207545279857,07/12/19
IN00362,Luminos Granola Bar,Luminos,75ml,150,FB-SN,wheat,3423216110764,24/06/18
IN00363,Vanta Gentle Face Wash,Vanta,1000ml,500,PC-FW,"milk,shellfish,eggs,wheat",0140119393256,30/04/18
IN00364,Tolvex Volumising जेल Shampoo,Tolvex,200ml,250,PC-SH,"wheat,sesame",9389119083342,05/12/19
IN00365,Glicen Liquid Laundry Detergent,Glicen,75ml,150,HH-LN,"gluten,soy",1256638361511,24/03/23
IN00366,Tresol Colour Protect Shampoo,Tresol,400ml,250,PC-SH,"sesame,milk",1571647947380,27/07/22
IN00367,Serafix Intensive Moisturiser,Serafix,75ml,400,PC-MS,"wheat,milk",7167811266919,23/11/19
IN00368,Serafix Anti-Dandruff Shampoo,Serafix,250ml,150,PC-SH,"fish,eggs,soy,gluten",6749946579679,26/09/23
IN00369,Arovia Night Cream,Arovia,400ml,75,PC-MS,,4773201017028,17/04/22
IN00370,Brightway Rinse Aid,Brightway,200ml,75,HH-DW,,8773477848582,14/03/18
IN00371,Glova Deep Clean Body Wash,Glova,300ml,400,PC-BW,"fish,shellfish",7002842762460,20/06/23
IN00372,Solvix Colour Protect Shampoo,Solvix,400ml,500,PC-SH,sesame,2806479695451,09/09/18
IN00373,Vanta Sensitive Skin जेल Body Wash,Vanta,100ml,250,PC-BW,"gluten,milk",5616556503336,02/07/21
IN00374,Nuarix Dish Liquid,Nuarix,75ml,200,HH-DW,,5208507698644,25/03/18
IN00375,TEST-Frosten Rice Cakes,Frosten,50ml,250,FB-SN,"gluten,fish,tree nuts",9171357852947,28/01/22
IN00376,Solaris Moisturising Hand Wash,Solaris,1000ml,75,PC-HW,"soy,peanuts,sesame,milk",4963919195419,16/12/23
IN00377,Aurova Glass Cleaner,Aurova,250ml,75,HH-SC,"sesame,peanuts",6853664987828,18/03/18
IN00378,Kaleo जेल Vinegar Dressing,Kaleo,750ml,400,FB-CN,shellfish,4896908357232,09/09/19
IN00379,Sovara Granola Bar,Sovara,300ml,250,FB-SN,,3644249363129,26/02/20
IN00380,Frostine Refreshing Shower Gel,Frostine,400ml,400,PC-BW,"fish,gluten,milk,eggs",2420448207003,10/12/18
IN00381,Frostine Whitening Deodorant,Frostine,75ml,300,PC-DO,"eggs,fish",2319818984715,02/09/20
IN00382,Arovia Dish Liquid,Arovia,250ml,250,HH-DW,"fish,soy,gluten,eggs",2123476490781,15/03/22
IN00383,Toreva सीरम Salted Crackers,Toreva,500ml,300,FB-SN,"soy,peanuts,wheat",5754090034869,20/06/21
IN00384,Solvix साबुन Mustard Sauce,Solvix,75ml,500,FB-CN,shellfish,6064413432753,23/07/22
IN00385,Helix Nourishing Body Cleanser,Helix,400ml,400,PC-BW,"tree nuts,fish,eggs",2481569857003,23/01/20
IN00386,Gleam Hot Chilli Sauce,Gleam,100ml,50,FB-CN,"soy,peanuts,tree nuts",9112382965776,01/07/19
IN00387,Solvix Night क्रीम Cream,Solvix,750ml,250,PC-MS,"soy,eggs",6526693008931,31/12/18
IN00388,Verdant Kitchen Cleaner,Verdant,100ml,50,HH-SC,"gluten,fish,peanuts",2152910867711,08/07/20
IN00389,Serafix Mixed Nuts Blend,Serafix,200ml,200,FB-SN,"fish,wheat,gluten",3934362620446,22/08/20
IN00390,Cristalix Heavy Duty Dish Soap,Cristalix,250ml,400,HH-DW,,0725636694118,29/08/18
IN00391,Cristalix साबुन Nourishing Body Cleanser,Cristalix,400ml,250,PC-BW,"gluten,milk,sesame,wheat",8964652809249,27/11/19
IN00392,Qualis फोम Laundry Capsules,Qualis,400ml,100,HH-LN,,5862415027455,28/10/22
IN00393,Lumeva SPF Moisturiser,Lumeva,200ml,500,PC-MS,"fish,wheat",5728703203201,11/04/23
IN00394,Hevara Night Cream,Hevara,400ml,300,PC-MS,,7075877712151,19/01/19
IN00395,XXX-Kaleo Brightening Face Wash,Kaleo,100ml,500,PC-FW,"gluten,soy",9089261371501,10/03/21
IN00396,Cladis Tomato Ketchup,Cladis,250ml,75,FB-CN,"wheat,milk",1777490509755,14/06/19
IN00397,Gleam Gentle Face लोशन Wash,Gleam,200ml,250,PC-FW,,1896164236107,02/05/20
IN00398,Arovia Volumising Conditioner,Arovia,300ml,200,PC-CD,eggs,4764925158371,30/12/22
IN00399,Nuvelo Foaming Hand Wash,Nuvelo,750ml,300,PC-HW,,6592661085730,28/09/19
IN00400,Teraxis Disinfectant Spray,Teraxis,1000ml,500,HH-SC,,4761742243860,25/04/21
IN00401,Luxara Dish शैम्पू Liquid,Luxara,75ml,50,HH-DW,"eggs,sesame,fish,soy",1794549180178,06/01/20
IN00402,Vanta Volumising स्प्रे Conditioner,Vanta,75ml,300,PC-CD,"tree nuts,shellfish",7945232194161,29/12/23
IN00403,Cladis क्रीम Moisturising Body Wash,Cladis,75ml,50,PC-BW,,7697499564125,08/07/19
IN00404,Glova Refreshing Shower Gel,Glova,50ml,150,PC-BW,,3723683147271,25/09/22
IN00405,Nexpur Moisturising Body Wash,Nexpur,100ml,400,PC-BW,"shellfish,milk,gluten",9334960501668,24/07/23
IN00406,Aevum स्प्रे Oat Protein Bar,Aevum,500ml,200,FB-SN,,7678997308060,17/07/21
IN00407,Nuvelo Liquid Laundry क्रीम Detergent,Nuvelo,1000ml,300,HH-LN,"eggs,shellfish,tree nuts",7602437573831,21/10/21
IN00408,Tresol Heavy Duty Dish Soap,Tresol,200ml,300,HH-DW,"tree nuts,shellfish,wheat",9341722329712,31/08/22
IN00409,Cristalix Bathroom Cleaner,Cristalix,150ml,500,HH-SC,,0545228015615,17/07/20
IN00410,XXX-Plexum Colour Protect साबुन Shampoo,Plexum,400ml,200,PC-SH,"tree nuts,milk",8428910771193,22/02/19
IN00411,Primus Liquid Laundry Detergent,Primus,75ml,100,HH-LN,,3524787125529,19/05/19
IN00412,Purelix Exfoliating Face Scrub,Purelix,50ml,150,PC-FW,"tree nuts,peanuts,wheat",1456532863269,21/08/22
IN00413,Alteva Foaming Hand Wash,Alteva,1000ml,250,PC-HW,,7208115562601,30/05/22
IN00414,Clarity Refreshing Shower Gel,Clarity,50ml,500,PC-BW,"fish,gluten",8455048926737,17/12/22
IN00415,Gleam लोशन Granola Bar,Gleam,300ml,150,FB-SN,"eggs,milk",8562884318845,06/11/23
IN00416,Luminos 48hr Spray Deodorant,Luminos,50ml,500,PC-DO,"peanuts,soy,gluten,tree nuts",6810548510176,05/05/21
IN00417,Cryston Dish Liquid,Cryston,250ml,150,HH-DW,"gluten,sesame,soy,wheat",4492683158936,19/01/22
IN00418,Brightway लोशन Multi-Surface Spray,Brightway,300ml,300,HH-SC,,1062737158699,27/10/23
IN00419,Frosten Fragrance-Free Hand Wash,Frosten,400ml,300,PC-HW,"shellfish,fish,wheat",2827728813778,14/05/18
IN00420,Luxara Mixed Nuts Blend,Luxara,250ml,75,FB-SN,"fish,eggs,sesame,wheat",9408215454471,25/04/18
IN00421,Frosten Leave-In Conditioner,Frosten,300ml,50,PC-CD,"peanuts,soy",2701851067942,27/01/23
IN00422,Velaris Sensitive Deodorant,Velaris,750ml,100,PC-DO,sesame,7772519966360,20/10/21
IN00423,Polvera Liquid Laundry साबुन Detergent,Polvera,400ml,200,HH-LN,,2094818139890,05/08/18
IN00424,Serafix Eco Dish Liquid,Serafix,400ml,500,HH-DW,"fish,eggs,wheat",1820433971895,05/08/21
IN00425,Vanta Aloe Hand Wash,Vanta,400ml,50,PC-HW,"fish,wheat",6085641118240,13/08/19
IN00426,Arovia Repair Conditioner,Arovia,75ml,100,PC-CD,"fish,wheat",0952004615264,20/08/21
IN00427,Glova Intensive Moisturiser,Glova,50ml,150,PC-MS,gluten,9378861405786,26/07/22
IN00428,Luminos Repair स्प्रे Shampoo,Luminos,300ml,150,PC-SH,,4891382496712,12/08/23
IN00429,Vivara Oil Control Face Wash,Vivara,500ml,100,PC-FW,sesame,6870079420078,24/01/21
IN00430,Solvix Rinse जेल Aid,Solvix,300ml,250,HH-DW,gluten,8402891416120,18/02/21
IN00431,Lumeva Moisturising Hand Wash,Lumeva,500ml,250,PC-HW,"peanuts,shellfish",4355379502096,06/05/23
IN00432,Solvix Moisturising Body Wash,Solvix,100ml,300,PC-BW,"shellfish,fish,eggs,sesame",1807156956200,27/05/19
IN00433,Serafix Bathroom Cleaner,Serafix,400ml,50,HH-SC,milk,4531943375048,12/07/23
IN00434,DUMMY-Aurova क्रीम Oat Protein Bar,Aurova,50ml,150,FB-SN,"eggs,peanuts,shellfish",2839992192121,29/11/20
IN00435,Alteva Dishwasher Tablets,Alteva,200ml,150,HH-DW,,8948706056643,14/05/19
IN00436,Cryston Vinegar Dressing,Cryston,400ml,250,FB-CN,"milk,soy,gluten,wheat",6875063519035,02/10/22
IN00437,Serafix Volumising Shampoo,Serafix,100ml,250,PC-SH,"eggs,gluten",0760954317356,11/08/18
IN00438,Cristalix Whitening Deodorant,Cristalix,75ml,400,PC-DO,,7911006512073,13/08/18
IN00439,Teraxis Lightweight Lotion,Teraxis,300ml,75,PC-MS,,0804661963991,13/02/18
IN00440,Cryston Glass Cleaner,Cryston,300ml,75,HH-SC,"milk,shellfish",8593110919390,01/06/19
IN00441,Verdant Vinegar Dressing,Verdant,250ml,300,FB-CN,"gluten,shellfish,wheat",3200249685496,20/08/19
IN00442,Frostine Volumising Conditioner,Frostine,750ml,250,PC-CD,"tree nuts,milk",8920388065335,04/04/20
IN00443,Serafix Anti-Dandruff Shampoo,Serafix,1000ml,400,PC-SH,"gluten,tree nuts,sesame",9465217073031,01/08/20
IN00444,Aurova Disinfectant Spray,Aurova,150ml,400,HH-SC,"fish,soy",6205015081240,09/12/22
IN00445,Krisol Hydrating Face तेल Wash,Krisol,250ml,50,PC-FW,,3342342583238,30/03/18
IN00446,Solven Repair Conditioner,Solven,50ml,100,PC-CD,"eggs,tree nuts,soy",4735528961125,20/06/19
IN00447,Novix Oil Control Face लोशन Wash,Novix,300ml,250,PC-FW,"gluten,fish",3099384253048,02/06/19
IN00448,Solaris Stain Remover,Solaris,150ml,75,HH-LN,"gluten,eggs,wheat",8685787255878,20/07/23
IN00449,Frosten साबुन Bathroom Cleaner,Frosten,300ml,50,HH-SC,soy,3736346692544,14/12/18
IN00450,Elaris Deep Conditioner,Elaris,400ml,500,PC-CD,"soy,milk",7895677665750,23/01/21
IN00451,Kaleo Antibacterial Hand Wash,Kaleo,400ml,150,PC-HW,"eggs,tree nuts",1488814311151,06/06/18
IN00452,Qualis Laundry Powder,Qualis,150ml,250,HH-LN,"peanuts,gluten",3928404456698,18/02/18
IN00453,Krisol Disinfectant Spray,Krisol,100ml,300,HH-SC,soy,3738987751536,23/10/22
IN00454,Aurova Rice Cakes,Aurova,400ml,400,FB-SN,"milk,tree nuts,wheat,peanuts",2407553666840,28/08/21
IN00455,Clarity Dish Liquid,Clarity,50ml,100,HH-DW,tree nuts,9999663618633,29/04/23
